,X,Y,Z
11527,100013,5507037,25
11528,100013,2041525,25
11529,100013,3009900,25
11530,100011,2428875,25
11531,100011,3203575,25
11532,100013,1847850,25
11533,100011,3397250,25
11534,100011,1654175,25
11535,100011,3592512,25
11536,100014,1277937,25
11537,100013,3786187,25
11538,100011,2622550,25
11539,100013,3979862,25
11540,100011,2235200,25
11541,100013,1054100,1
11542,100013,6076950,25
11543,100011,5700712,25
11544,119062,6435725,1
11545,0,0,1
11546,119062,69611,1
11547,223838,230189,1
11548,955675,863600,1
11549,955675,2447925,1
11550,955675,4030662,1
11551,2889250,863602,1
11552,4822826,863602,1
11553,6756400,863602,1
11554,2889250,2447925,1
11555,4822826,2447925,1
11556,6756400,2447925,1
11557,2889250,4030664,1
11558,4822826,4030664,1
11559,6756400,4030664,1
11560,3406775,5710237,1
11561,3925889,6111875,1
11562,1577977,5700714,1
11563,-833434,3079980,1
11564,546896,4659608,1
11565,517526,3255964,1
11566,706440,1628776,1
11567,5308600,5710237,1
11568,7235827,5710237,1
11569,6832602,2517776,25
11570,2987676,4111626,25
11571,1054102,4111626,25
11572,2987676,2517776,25
11573,1054102,2517776,25
11574,1054102,898527,25
11575,4921251,4111626,25
11576,4921251,2517776,25
11577,6832602,898527,25
11578,4933951,898527,25
11579,6832602,4111626,25
11580,2987676,898527,25
11581,679450,863600,9
11582,965202,6062662,9
11583,211138,6441087,1
11584,0,0,1
11585,174945,237215,1
11586,174945,782138,1
11587,279400,1807210,24
11588,5878512,4752023,1
11589,5000625,5194934,1
11590,5153025,4780598,1
11591,4229100,5194934,1
11592,4381500,4790123,1
11593,3457575,5194934,1
11594,8086725,5194934,1
11595,8193088,4752023,1
11596,7315200,5194934,1
11597,7467600,4771073,1
11598,6543675,5194934,1
11599,6650038,4475798,1
11600,5772150,5194934,1
11601,3563937,4732973,1
11602,2686050,5194934,1
11603,2792413,4713923,1
11604,1914525,5194934,1
11605,2020888,4456748,1
11606,1143000,5194934,1
11607,1203325,4209098,1
11608,371475,5194934,1
11609,431800,1665922,1
11610,6332537,2204085,1
11611,6332537,1946910,1
11612,6332537,1689736,1
11613,6332537,2461260,1
11614,6332537,2718435,1
11615,6332537,2975610,1
11616,6332537,3232785,1
11617,6584950,2200910,1
11618,6584950,1686560,1
11619,6584950,1943735,1
11620,6584950,3229610,1
11621,6584950,2715260,1
11622,6584950,2972435,1
11623,6584950,2458085,1
11624,334963,875841,25
11625,399752,5675848,17
11626,1171278,5675848,17
11627,1942802,5675848,17
11628,2714327,5675848,17
11629,3485853,5675848,17
11630,4257378,5675848,17
11631,5028903,5675848,17
11632,5800428,5675848,17
11633,6571953,5675848,17
11634,7343478,5675848,17
11635,8115003,5675848,17
11636,269,1,1
11637,174945,787992,1
11638,261584,1212669,17
11639,5526473,402339,17
11640,174945,237215,1
11641,174945,787992,17
11642,6086475,5127625,5
11643,6143625,5127625,5
11644,6086475,5127625,5
11645,2543175,4794250,9
11646,1743075,4841875,9
11647,5511800,4702175,1
11648,5511800,4140200,1
11649,4814887,5387975,1
11650,4711700,4092575,1
11651,4711700,4792662,1
11652,4718050,4373562,1
11653,4019550,5387975,1
11654,3916362,4319587,1
11655,3916362,4868862,1
11656,3971925,4564062,1
11657,3224213,5387975,1
11658,3121025,4433887,1
11659,3121025,4911725,1
11660,3176588,4678362,1
11661,6235700,5387975,1
11662,6254750,1882775,1
11663,6311900,4083050,1
11664,6311900,2559050,1
11665,5614987,5387975,1
11666,5511800,3806825,1
11667,2432050,5387975,1
11668,2320925,4305300,1
11669,2320925,4949825,1
11670,2376488,4549775,1
11671,1511300,5387975,1
11672,1520825,4352925,1
11673,1576387,4964112,1
11674,1576387,4597400,1
11675,7435850,331788,1
11676,6543675,331788,1
11677,7702550,330200,1
11678,6810375,330200,1
11679,1456580,5811851,1
11680,2252266,5811851,1
11681,3047952,5811851,1
11682,4639324,5811851,1
11683,5435010,5811851,1
11684,261584,5724126,1
11685,3843639,5811851,1
11686,6230696,5811851,1
11687,7213903,4014834,1
11688,7213903,2502649,1
11689,8116496,4014834,1
11690,8116496,2502649,1
11691,7213903,1282228,1
11692,7213903,1555936,9
11693,7213903,1628231,1
11694,7213903,1840383,9
11695,8116496,1628231,1
11696,8116496,1840383,9
11697,174943,27536,1
11698,8710727,240787,13
11699,269,1,1
11700,4632764,1131856,1
11701,4632764,1131856,17
11702,4728054,1518104,17
11703,5526473,402339,17
11704,174945,237215,1
11705,174945,6439506,1
11706,174943,27536,1
11707,6724650,3743325,1
11708,6410325,2462213,1
11709,8502650,3743325,1
11710,4881562,2370138,1
11711,8502650,2462213,1
11712,4881562,3651250,1
11713,4881562,4932362,1
11714,8502650,5024437,1
11715,5948362,5024437,1
11716,7305675,5848350,17
11717,7678322,1985963,9
11718,7485763,2714625,17
11719,7407747,3262995,9
11720,7215188,3991657,17
11721,7686960,4549776,9
11722,7494400,5278439,17
11723,174945,1131856,1
11724,196850,1518104,17
11725,3267075,2914650,9
11726,3267075,4276725,9
11727,3267075,3810000,9
11728,3267075,5200650,9
11729,3267075,4743450,9
11730,3267075,3352800,9
11731,1524000,2076450,9
11732,1524000,5143500,9
11733,1524000,2324100,9
11734,2400300,3810000,9
11735,2400300,4276725,9
11736,2400300,2914650,9
11737,2400300,2076450,9
11738,1524000,4095750,9
11739,1524000,3581400,9
11740,1524000,3076575,9
11741,1524000,4619625,9
11742,1524000,2162175,9
11743,2400300,3352800,9
11744,2400300,5200650,9
11745,3267075,2505075,9
11746,3267075,2219325,9
11747,2400300,4743450,9
11748,3267075,2076450,9
11749,1524000,2638425,9
11750,2400300,2505075,9
11751,2400300,2219325,9
11752,809625,2243138,9
11753,809625,2119313,9
11754,809625,2481263,9
11755,650875,2076450,9
11756,935037,2152650,1
11757,1962150,2081213,1
11758,1047750,4791075,1
11759,1047750,3748087,1
11760,1047750,2767013,1
11761,1090612,2390775,1
11762,1047750,3238500,1
11763,1039812,5807075,1
11764,1047750,4267200,1
11765,1047750,5314950,1
11766,1924050,2724150,1
11767,1244600,2028825,1
11768,1962150,2347913,1
11769,2833688,2271713,1
11770,2795588,2619375,1
11771,1911350,5807075,1
11772,1919288,5357812,1
11773,1919288,4914900,1
11774,1919288,3586162,1
11775,1919288,4029075,1
11776,1919288,4471987,1
11777,1919288,3148013,1
11778,2833688,2057400,1
11779,3657600,3595687,1
11780,3657600,3157538,1
11781,341313,3238500,1
11782,341313,2401888,1
11783,3657600,5357812,1
11784,212725,1985963,1
11785,3657600,4914900,1
11786,341313,2168525,1
11787,341313,4791075,1
11788,3657600,4033837,1
11789,3649662,5807075,1
11790,3662362,2733675,1
11791,341313,2868613,1
11792,341313,2635250,1
11793,2782888,5807075,1
11794,341313,3748087,1
11795,2790825,5343525,1
11796,341313,4267200,1
11797,3657600,4471987,1
11798,341313,5314950,1
11799,2790825,4881562,1
11800,2790825,4419600,1
11801,3700462,2357438,1
11802,2790825,3490912,1
11803,3700462,2085975,1
11804,2790825,3952875,1
11805,2790825,3043238,1
11806,3427707,1938564,1
11807,838044,1938565,1
11808,962249,1729408,17
11809,3564447,1729408,17
11810,174945,1131856,17
11811,174625,1131887,1
11812,196850,1517650,17
11813,1524000,2971800,9
11814,2400300,5095875,9
11815,2400300,2486025,9
11816,2400300,2247900,9
11817,2400300,2076450,9
11818,1524000,3848100,9
11819,1524000,5010150,9
11820,1524000,4410075,9
11821,1524000,2200275,9
11822,1524000,2390775,9
11823,1524000,2076450,9
11824,1524000,3371850,9
11825,1524000,2647950,9
11826,3267075,3552825,9
11827,3267075,3133725,9
11828,3267075,2790825,9
11829,3267075,5095875,9
11830,3267075,4543425,9
11831,3267075,4019550,9
11832,3267075,2486025,9
11833,3267075,2076450,9
11834,3267075,2247900,9
11835,2400300,4543425,9
11836,2400300,4019550,9
11837,2400300,3133725,9
11838,2400300,3552825,9
11839,2400300,2790825,9
11840,650875,2076450,9
11841,809625,2138363,9
11842,809625,2295525,9
11843,809625,2519363,9
11844,2833688,2071688,1
11845,2782888,5807075,1
11846,2790825,3695700,1
11847,1911350,5807075,1
11848,1919288,4776787,1
11849,1919288,4257675,1
11850,1925638,3333750,1
11851,1919288,2943225,1
11852,1962150,2319338,1
11853,3657600,3714750,1
11854,1047750,5248275,1
11855,1047750,4619625,1
11856,1047750,4038600,1
11857,1047750,3519487,1
11858,1054100,3081338,1
11859,1090612,2719388,1
11860,212725,1985963,1
11861,341313,3519487,1
11862,341313,5248275,1
11863,1039812,5807075,1
11864,341313,4619625,1
11865,341313,4038600,1
11866,341313,3101975,1
11867,341313,2868613,1
11868,341313,2635250,1
11869,3657600,5295900,1
11870,3700462,2562225,1
11871,1919288,5310187,1
11872,2797175,3252787,1
11873,1919288,3776662,1
11874,2790825,4729162,1
11875,1962150,2609850,1
11876,1962150,2085975,1
11877,341313,2401888,1
11878,3663950,3271837,1
11879,3657600,4743450,1
11880,3700462,2290763,1
11881,3657600,4210050,1
11882,3700462,2886075,1
11883,2833688,2276475,1
11884,3649662,5807075,1
11885,3700462,2076450,1
11886,2790825,4191000,1
11887,2833688,2871788,1
11888,341313,2168525,1
11889,2790825,5291137,1
11890,2833688,2547938,1
11891,935037,2205038,1
11892,1244600,2047875,1
11893,1090612,2428875,1
11894,3427412,1938339,1
11895,838200,1938336,1
11896,962025,1728788,17
11897,3563937,1728788,17
11898,174625,1131887,17
11899,8611668,158751,13
11900,8545513,6435725,1
11901,119062,230188,1
11902,4489450,554037,1
11903,4491037,557212,1
11904,4564062,622300,1
11905,100011,554037,1
11906,100011,557212,1
11907,174625,622300,1
11908,4489450,3368675,1
11909,4491037,3371850,1
11910,4564062,3436937,1
11911,100011,3368675,1
11912,100011,3371850,1
11913,174625,3436937,1
11914,174625,874712,25
11915,4564062,874712,25
11916,4564062,3651250,25
11917,2819400,3647301,1
11918,2819400,3962400,9
11919,2819400,4019550,1
11920,7643813,376238,1
11921,7643813,190501,1
11922,7456488,163512,1
11923,7530307,163512,5
11924,7459663,347663,1
11925,7459663,347663,1
11926,4022725,584200,1
11927,4022725,584200,1
11928,4022725,3398837,1
11929,4022725,3398837,1
11930,1117600,3651250,1
11931,1117600,3962400,9
11932,1117600,4019550,1
11933,2514600,3771900,1
11934,2514600,3771900,1
11935,174625,3962400,9
11936,174625,4019550,1
11937,174625,3647301,1
11938,812800,3771900,1
11939,812800,3771900,1
11940,8470900,584200,1
11941,8470900,584200,1
11942,8470900,3398837,1
11943,8575675,3398837,5
11944,8261350,163512,13
11945,119062,6450012,1
11946,358372,1211702,1
11947,174945,6439506,1
11948,174943,27536,1
11949,8612413,159496,13
11950,174945,237215,1
11951,3275788,1335367,17
11952,478414,1335367,17
11953,5890836,1335367,17
11954,548387,1403861,25
11955,3329742,1403861,25
11956,548387,2644579,25
11957,3329742,2644579,25
11958,5956774,1403861,25
11959,5956772,3148358,25
11960,791844,4185703,9
11961,1314310,4120395,1
11962,1292319,3816761,1
11963,1938116,4132326,1
11964,1916126,4244347,1
11965,5481739,4119626,1
11966,5459748,4231647,1
11967,3761447,4120395,1
11968,3739457,3816761,1
11969,6371461,4119626,1
11970,6349470,4231647,1
11971,5927783,4120395,1
11972,5905793,3816761,1
11973,2847133,4120395,1
11974,5002302,4120395,1
11975,1161610,4308654,17
11976,2694433,4308654,17
11977,4849600,4308654,17
11978,6226945,3846474,17
11979,2540305,4120395,1
11980,2189286,4120395,1
11981,1587908,4120395,1
11982,969005,4120395,1
11983,3355783,4120395,1
11984,4191906,4120395,1
11985,4595059,4120395,1
11986,3830218,4558553,17
11987,6046118,4558553,17
11988,1055846,4572903,17
11989,1102439,4635987,25
11990,3899737,4635987,25
11991,6114177,4635987,25
11992,174945,237215,1
11993,174945,6442595,1
11994,174943,27536,1
11995,8710727,240787,13
11996,263231,1519548,1
11997,5081363,3728475,1
11998,263231,1563693,1
11999,1140816,2164537,13
12000,1546811,5228323,1
12001,3438655,2848168,1
12002,3438655,3810834,1
12003,3438655,3937794,1
12004,3438654,4343787,1
12005,3424704,6017988,1
12006,4528280,4995331,1
12007,6833321,2004197,1
12008,6916519,2047244,25
12009,0,0,1
12010,119062,914400,1
12011,211149,1938338,17
12012,119062,230188,1
12013,2260600,1917700,24
12014,2882900,4248150,1
12015,236538,3971925,1
12016,2882900,3971925,1
12017,236538,3700462,1
12018,2882900,3700462,1
12019,236538,3429000,1
12020,236538,4248150,1
12021,236538,4524375,1
12022,2854325,4524375,1
12023,2854325,4800600,1
12024,2787650,5353050,1
12025,2806700,5076825,1
12026,236538,5076825,1
12027,236538,5353050,1
12028,236538,4800600,1
12029,3121025,2600325,1
12030,236538,2324100,1
12031,3282950,2324100,1
12032,236538,2047875,1
12033,3416300,2047875,1
12034,2882900,3429000,1
12035,236538,3152775,1
12036,2921000,3152775,1
12037,236538,2876550,1
12038,3082925,2876550,1
12039,236538,2600325,1
12040,238899,2268538,9
12041,228599,1935163,1
12042,228599,1747838,1
12043,2305081,1934023,1
12044,2305081,1577001,1
12045,3983466,1446100,1
12046,3983466,1257564,1
12047,119062,5924748,17
12048,238899,2544763,9
12049,238899,3094038,9
12050,238899,2819400,9
12051,238899,3919537,9
12052,238899,3370262,9
12053,238899,3644900,9
12054,238899,4194175,9
12055,238899,4470400,9
12056,238899,4745037,9
12057,238899,5019675,9
12058,238899,5294312,9
12059,3983468,1935163,1
12060,3983468,1747838,1
12061,5202861,1935165,1
12062,5202861,1577977,1
12063,6773433,1935161,1
12064,6773433,1408112,1
12065,6718300,1917700,24
12066,7867650,2506663,9
12067,7867650,2506663,9
12068,7448550,4614862,9
12069,7867650,2506663,9
12070,7496175,5167312,9
12071,7867650,2239963,9
12072,7867650,2239963,9
12073,7867650,2239963,9
12074,7685088,3243263,9
12075,7673975,2324100,1
12076,7483475,2876550,1
12077,7915275,3125788,1
12078,7235825,4524375,1
12079,7893050,2047875,1
12080,7302500,4248150,1
12081,7521575,2600325,1
12082,7350125,3700462,1
12083,7407275,3971925,1
12084,7473950,4800600,1
12085,7350125,3429000,1
12086,7915275,5049837,1
12087,7915275,4497387,1
12088,7283450,5076825,1
12089,7388225,3152775,1
12090,7378700,5353050,1
12091,3983468,2314575,17
12092,3983468,2039938,17
12093,3983468,2589213,17
12094,3983468,2863850,17
12095,3983468,3140075,17
12096,3983468,3414712,17
12097,3983468,3689350,17
12098,3983468,3965575,17
12099,3983468,4240212,17
12100,3983468,4514850,17
12101,3983468,4789487,17
12102,3983468,5065712,17
12103,3983468,5402262,17
12104,5156200,1917700,24
12105,5854700,3700462,1
12106,5807075,3971925,1
12107,5721350,5353050,1
12108,5921375,2324100,1
12109,5721350,4800600,1
12110,5921375,4248150,1
12111,5921375,2600325,1
12112,5854700,3429000,1
12113,5854700,5076825,1
12114,5978525,4524375,1
12115,5921375,2876550,1
12116,5854700,2047875,1
12117,5854700,3152775,1
12118,119062,6358037,1
12119,5772301,14466,1
12120,5772301,14466,1
12121,5772301,226833,1
12122,269,1,1
12123,1328057,1329108,1
12124,1328057,1329108,1
12125,1465715,1427093,1
12126,3914775,2581275,9
12127,3914775,3514725,9
12128,3914775,3838575,9
12129,3914775,3476625,9
12130,3914775,2143125,9
12131,2451100,2070100,24
12132,2100263,3441700,9
12133,2606675,3441700,9
12134,2047875,1873250,1
12135,1487487,4556125,1
12136,1487487,2921000,1
12137,4730750,5949950,1
12138,4359275,3582987,1
12139,4649787,2239963,1
12140,1487487,3614737,1
12141,1487487,3319462,1
12142,1487487,2249488,1
12143,4592637,1873250,1
12144,4649787,4706937,1
12145,4995862,3373437,1
12146,4649787,2906713,1
12147,3016250,4678362,1
12148,3016250,2921000,1
12149,3097213,5949950,1
12150,2959100,1873250,1
12151,2778125,3554412,1
12152,3363912,3378200,1
12153,3016250,2249488,1
12154,174945,237215,1
12155,174945,968399,17
12156,174943,27536,1
12157,5748092,2361974,25
12158,288192,903767,1
12159,5659437,3701274,13
12160,553245,2452030,1
12161,119062,230188,1
12162,592285,1650004,1
12163,592285,1385702,1
12164,2366741,1650004,1
12165,2366741,1385702,1
12166,2366741,1927790,17
12167,726696,1927790,17
12168,726696,4780522,17
12169,2366741,4780522,17
12170,592287,2444282,9
12171,592287,4510251,9
12172,592287,3477266,9
12173,2366741,2714552,17
12174,2366741,3747537,17
12175,726696,2714552,17
12176,726696,3747537,17
12177,269,1,1
12178,430017,1065798,1
12179,546100,3289886,17
12180,546100,1618248,17
12181,174945,6552480,1
12182,3022600,4739273,24
12183,3130550,5093286,1
12184,3022600,3367673,24
12185,3530600,3693111,1
12186,3844925,2226261,1
12187,1595437,1565861,9
12188,1595437,4432886,9
12189,1595437,3166061,9
12190,174945,237215,1
12191,174943,27536,1
12192,8710727,240787,13
12193,1595437,1332498,17
12194,3073400,1140411,17
12195,5294312,1332498,17
12196,1595437,1618248,17
12197,1595437,4556711,17
12198,1595437,3289886,17
12199,4362450,1140411,17
12200,4392612,5059948,1
12201,4392612,3667711,1
12202,4392612,2197686,1
12203,5294312,1656347,25
12204,5294312,3221622,25
12205,5294312,4615448,25
12206,0,0,1
12207,600075,624461,1
12208,119062,230188,1
12209,3784600,1117600,24
12210,985837,5924550,1
12211,985837,5591175,1
12212,985837,5257800,1
12213,985837,2590800,1
12214,985837,1590675,1
12215,985837,2924175,1
12216,6750050,1257300,1
12217,985837,4924425,1
12218,985837,2257425,1
12219,985837,3257550,1
12220,5988050,2257425,1
12221,985837,3924300,1
12222,5102225,2590800,1
12223,985837,4257675,1
12224,985837,3590925,1
12225,985837,1924050,1
12226,985837,4591050,1
12227,6092825,1924050,1
12228,6216650,1590675,1
12229,985837,1257300,1
12230,920750,1098437,1
12231,920750,711087,1
12232,6465084,688259,1
12233,6285196,716389,1
12234,7093450,688259,1
12235,6913563,718195,1
12236,8339377,176382,13
12237,0,0,1
12238,174625,1022350,1
12239,1244600,2201110,1
12240,1244600,3313819,1
12241,1244600,4618118,1
12242,1244600,5173810,1
12243,1244600,5537901,1
12244,1244600,1634489,9
12245,1244600,4051410,9
12246,1244600,3865493,9
12247,1244600,3493660,9
12248,263525,3307743,9
12249,1244600,3121825,9
12250,1244600,2935908,9
12251,1244600,2749992,9
12252,1244600,2378157,9
12253,1244600,2192240,9
12254,1244600,2006324,9
12255,1244600,1820406,9
12256,1244600,3679576,9
12257,1244600,2564075,9
12258,1244600,4237328,9
12259,1244600,4423245,9
12260,263525,4609162,9
12261,1244600,4795079,9
12262,1244600,4980995,9
12263,1244600,5166912,9
12264,1244600,5352829,9
12265,1244600,5538747,9
12266,1244600,5724664,9
12267,1244600,5910579,9
12268,2032000,1384299,24
12269,2273300,2959100,1
12270,1254125,2773363,1
12271,2227263,3141663,1
12272,1254125,2959100,1
12273,1254125,1473200,1
12274,2532063,1846263,1
12275,2363788,2403475,1
12276,2401888,2216150,1
12277,2524125,2030413,1
12278,1254125,2403475,1
12279,1254125,1660525,1
12280,1254124,2216150,1
12281,1254125,2030413,1
12282,1254125,1846263,1
12283,3270250,1660525,1
12284,3446462,1473200,1
12285,1254125,3516312,1
12286,1254125,3328987,1
12287,1254125,3141663,1
12288,2417763,3516312,1
12289,1254125,3881437,1
12290,2638425,3328987,1
12291,1254125,3698875,1
12292,2379663,3698875,1
12293,2265363,3881437,1
12294,1254125,5922962,1
12295,2159000,5737225,1
12296,2151063,5922962,1
12297,1254125,5737225,1
12298,1254125,5549900,1
12299,1254125,5367337,1
12300,2197100,5367337,1
12301,2159000,5549900,1
12302,2287588,2773363,1
12303,1254125,2586038,1
12304,2333625,2586038,1
12305,1254125,5180012,1
12306,2203450,4811712,1
12307,1254125,4624387,1
12308,2654300,4624387,1
12309,1254125,4437062,1
12310,1254125,4994275,1
12311,2197100,5180012,1
12312,2203450,4994275,1
12313,1254125,4811712,1
12314,2219325,4068762,1
12315,1254125,4068762,1
12316,2165350,4254500,1
12317,2143125,4437062,1
12318,1254125,4254500,1
12319,2095500,1057845,1
12320,1244600,1382712,1
12321,3746500,1384299,24
12322,4741862,4624387,1
12323,174945,237215,1
12324,174945,6589689,1
12325,1244600,1211734,1
12326,7937500,1057845,1
12327,5194300,1384300,24
12328,5473700,3695700,1
12329,5826125,3324225,1
12330,5645150,4810125,1
12331,5473700,4995862,1
12332,5826125,4252912,1
12333,5473700,4624387,1
12334,5826125,4438650,1
12335,5826125,4067175,1
12336,5473700,3881437,1
12337,5645150,3509962,1
12338,5645150,2024063,1
12339,5826125,2767013,1
12340,5473700,2395538,1
12341,5826125,3138488,1
12342,5645150,1838325,1
12343,5645150,1652588,1
12344,5473700,1466850,1
12345,5645150,2581275,1
12346,5826125,2209800,1
12347,5826125,2952750,1
12348,5826125,5924550,1
12349,5826125,5738812,1
12350,5645150,5367337,1
12351,5826125,5553075,1
12352,5826125,5181600,1
12353,6680200,1384300,24
12354,6778625,5924550,1
12355,263525,1441902,17
12356,263525,4653567,17
12357,7937500,1474787,25
12358,7937500,1660675,25
12359,7937500,1846564,25
12360,7937500,2032451,25
12361,7937500,2218339,25
12362,7937500,2404228,25
12363,7937500,2590115,25
12364,7937500,2776004,25
12365,7937500,2961892,25
12366,7937500,3147779,25
12367,7937500,3333667,25
12368,7937500,3519556,25
12369,7937500,3705443,25
12370,7937500,3891331,25
12371,7937500,4077220,25
12372,7937500,4263108,25
12373,7937500,4448995,25
12374,7937500,4634884,25
12375,7937500,4820772,25
12376,7937500,5006659,25
12377,7937500,5192548,25
12378,7937500,5378436,25
12379,7937500,5564323,25
12380,7937500,5750212,25
12381,7937500,5936108,25
12382,174945,6235267,17
12383,2095500,1382712,1
12384,3725862,1057845,1
12385,3725862,1382712,1
12386,5114771,1211734,1
12387,5114771,1382712,1
12388,6761163,1382712,1
12389,7937500,1382712,1
12390,6665913,1057845,1
12391,6665913,1382712,1
12392,7937500,1382712,1
12393,295274,1066724,1
12394,7670306,86453,1
12395,7411131,81599,1
12396,263525,3345981,17
12397,8545513,6435725,1
12398,0,0,1
12399,4694237,554037,1
12400,100011,554037,1
12401,100011,1778000,1
12402,100011,1778000,1
12403,174625,1804989,1
12404,174625,1978025,25
12405,174625,877887,25
12406,100011,557212,1
12407,4694237,557212,1
12408,119062,230188,1
12409,3395662,917575,24
12410,3094038,1079500,1
12411,3525837,1095375,1
12412,4084637,1601787,1
12413,3854450,1430337,1
12414,7643813,376238,1
12415,7643813,190501,1
12416,7456488,163512,1
12417,7530307,163512,5
12418,7459663,347663,1
12419,7459663,347663,1
12420,4765675,689689,1
12421,2862263,689689,1
12422,174625,689689,1
12423,100011,4248150,1
12424,100011,2876550,1
12425,174625,4478337,25
12426,100011,2876550,1
12427,174625,2903538,1
12428,3030538,4248150,1
12429,3030538,2876550,1
12430,3030538,2876550,1
12431,5929312,4248150,1
12432,5929312,2876550,1
12433,5929312,2876550,1
12434,3065463,2903538,1
12435,5992812,2903538,1
12436,3130550,4478337,25
12437,2797175,2889250,1
12438,2797175,2889250,1
12439,5686425,2889250,1
12440,5686425,2889250,1
12441,100011,4252912,1
12442,174625,4279900,1
12443,3030538,4252912,1
12444,5929312,4252912,1
12445,3065463,4279900,1
12446,5992812,4279900,1
12447,2797175,4265612,1
12448,2797175,4265612,5
12449,5686425,4265612,1
12450,5686425,4265612,1
12451,8574088,2889250,1
12452,8574088,2889250,1
12453,123825,3313112,24
12454,723900,4059237,1
12455,271463,4059237,1
12456,3070225,3863975,24
12457,3670300,4076700,1
12458,3678237,3760787,1
12459,3217863,4076700,1
12460,3225800,3798887,1
12461,4306887,3663950,1
12462,7207250,3663950,1
12463,5942012,3613150,24
12464,6542088,4064000,1
12465,6550025,3509962,1
12466,6089650,4064000,1
12467,6097587,3681412,1
12468,5276850,3598862,24
12469,5313362,3657600,9
12470,5208587,3675062,9
12471,5019675,3473450,1
12472,4843462,3784600,1
12473,4843462,3613150,1
12474,5367337,4059237,1
12475,5446712,3473450,1
12476,5446712,3595687,1
12477,8191500,3598862,24
12478,7934325,3478212,1
12479,7758113,3784600,1
12480,7758113,3613150,1
12481,8286750,4059237,1
12482,8366125,3478212,1
12483,8337550,3600450,1
12484,2317750,3598862,24
12485,2051050,3495675,1
12486,1874838,3784600,1
12487,1874838,3613150,1
12488,2379663,4059237,1
12489,2459038,3495675,1
12490,2430463,3619500,1
12491,1390650,3663950,1
12492,1368425,3221460,1
12493,1362075,3373437,9
12494,1814511,3116914,1
12495,1814511,3373437,9
12496,163512,3116914,1
12497,163512,3373437,9
12498,4284662,3223048,1
12499,4278312,3373437,9
12500,4730750,3116914,1
12501,4730750,3373437,9
12502,3079750,3116914,1
12503,3079750,3373437,9
12504,7183438,3223048,1
12505,7177086,3373437,9
12506,7629525,3116914,1
12507,7629525,3373437,9
12508,5978525,3116914,1
12509,5978525,3373437,9
12510,7016750,4459287,1
12511,7016750,4864100,9
12512,7550150,5102225,24
12513,7831136,5002212,1
12514,7804150,5175250,1
12515,6867525,4997450,1
12516,7793038,5322887,1
12517,7316788,5119687,1
12518,7723188,5287962,1
12519,6840538,5241925,1
12520,7653338,5307012,1
12521,7100888,5364162,1
12522,8212138,5767387,1
12523,5989637,4478337,25
12524,8574088,4265612,1
12525,8574088,4265612,5
12526,8261350,163512,13
12527,1716088,5019675,24
12528,1374775,5543550,1
12529,1803400,5465762,1
12530,1590675,5783262,1
12531,1943100,5602287,1
12532,2252663,5778500,1
12533,2160588,5599112,1
12534,2525713,5413375,1
12535,2332038,4979987,1
12536,1857375,5181600,1
12537,1517650,5037137,1
12538,1252537,4478337,1
12539,1252537,4883150,9
12540,119062,6110287,17
12541,119062,6396037,1
12542,5160962,901700,1
12543,5454650,1309687,9
12544,7383461,901700,1
12545,5788025,2397125,1
12546,6399212,2397125,1
12547,5160962,2397125,1
12548,7021513,2397125,1
12549,7735888,2397125,1
12550,5672137,1290637,5
12551,6272212,901700,1
12552,6146800,1296987,9
12553,6799335,1310279,9
12554,6799335,1296987,9
12555,7018338,1487487,1
12556,6399212,1487487,1
12557,5780087,1487487,1
12558,5160962,1487487,1
12559,5445738,2032312,9
12560,5448301,2022475,9
12561,5335587,2022475,9
12562,6071213,2032312,9
12563,6073776,2022475,9
12564,5961062,2022475,9
12565,6690338,2032312,9
12566,6692900,2022475,9
12567,6580188,2022475,9
12568,7310239,2032312,9
12569,7312820,2022475,9
12570,7199313,2022475,9
12571,7591425,1287462,5
12572,5070475,1057275,5
12573,174945,237215,1
12574,174945,6595134,1
12575,174943,27536,1
12576,162243,885314,1
12577,1604242,1018235,1
12578,224147,3142802,17
12579,1626016,3142802,25
12580,224147,1307294,17
12581,1636900,1307294,25
12582,1604242,1263749,9
12583,224147,4633602,17
12584,1604242,4633602,25
12585,1604242,4602243,9
12586,1604242,3111444,9
12587,8710727,240787,13
12588,174945,237215,1
12589,174945,6545464,1
12590,174945,6235267,17
12591,174943,27536,1
12592,244268,1170323,1
12593,1588884,1513199,9
12594,1588884,2889332,9
12595,5387504,1239276,17
12596,5387504,2960323,25
12597,5387504,1571137,25
12598,1588884,1239276,17
12599,1588884,2960323,25
12600,1588884,1571137,25
12601,314083,2960323,1
12602,314083,1571137,1
12603,411739,1695857,17
12604,8710727,240787,13
12605,8545513,6435725,1
12606,119062,230188,1
12607,119062,884237,1
12608,119062,6435725,1
12609,119062,5990451,17
12610,1868486,2289175,9
12611,1077912,3343275,9
12612,1868486,4859337,9
12613,1868488,2357438,1
12614,1868488,884237,1
12615,1868488,3416300,1
12616,1868488,4943475,1
12617,1077912,846137,9
12618,1077912,3416300,1
12619,1077912,884237,1
12620,1077912,655637,1
12621,4032250,1704975,25
12622,6115050,1704975,25
12623,4032250,884237,25
12624,6115050,884237,25
12625,4032250,2068513,25
12626,6115050,2068513,25
12627,4032250,2357438,25
12628,6115050,2357438,25
12629,4032250,3100388,25
12630,6115050,3100388,25
12631,4032250,3416300,25
12632,6115050,3416300,25
